548.30,2230.00
500.54,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
0.00,2230.00
0.00,2230.00
324.21,2230.00
559.32,2230.00
324.21,2230.00
89.10,2230.00
324.21,2230.00
324.21,2230.00
559.32,2230.00
324.21,2230.00
500.54,2230.00
89.10,2230.00
324.21,2230.00
0.00,2230.00
0.00,2230.00
0.00,2230.00
559.32,2230.00
89.10,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
118.49,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
559.32,2230.00
